(10000, 4) (10000, 1) (10000, 5)
(583, 5)
Epoch [2350 / 5000] train loss: 0.001519, val loss: 0.001918
Epoch [2351 / 5000] train loss: 0.001389, val loss: 0.001822
Epoch [2352 / 5000] train loss: 0.001328, val loss: 0.001836
Epoch [2353 / 5000] train loss: 0.001360, val loss: 0.001953
Epoch [2354 / 5000] train loss: 0.001434, val loss: 0.001996
Epoch [2355 / 5000] train loss: 0.001533, val loss: 0.002092
Epoch [2356 / 5000] train loss: 0.001562, val loss: 0.002038
Epoch [2357 / 5000] train loss: 0.001599, val loss: 0.002098
Epoch [2358 / 5000] train loss: 0.001561, val loss: 0.002016
Epoch [2359 / 5000] train loss: 0.001539, val loss: 0.001975
Epoch [2360 / 5000] train loss: 0.001447, val loss: 0.001846
Epoch [2361 / 5000] train loss: 0.001363, val loss: 0.001828
Epoch [2362 / 5000] train loss: 0.001321, val loss: 0.001854
Epoch [2363 / 5000] train loss: 0.001331, val loss: 0.001857
Epoch [2364 / 5000] train loss: 0.001372, val loss: 0.001954
Epoch [2365 / 5000] train loss: 0.001435, val loss: 0.002001
Epoch [2366 / 5000] train loss: 0.001546, val loss: 0.002225
Epoch [2367 / 5000] train loss: 0.001668, val loss: 0.002211
Epoch [2368 / 5000] train loss: 0.001764, val loss: 0.002280
Epoch [2369 / 5000] train loss: 0.001716, val loss: 0.002103
Epoch [2370 / 5000] train loss: 0.001623, val loss: 0.001993
Epoch [2371 / 5000] train loss: 0.001449, val loss: 0.001834
Epoch [2372 / 5000] train loss: 0.001334, val loss: 0.001833
Epoch [2373 / 5000] train loss: 0.001337, val loss: 0.001957
Epoch [2374 / 5000] train loss: 0.001424, val loss: 0.002009
Epoch [2375 / 5000] train loss: 0.001538, val loss: 0.002147
Epoch [2376 / 5000] train loss: 0.001605, val loss: 0.002092
Epoch [2377 / 5000] train loss: 0.001655, val loss: 0.002110
Epoch [2378 / 5000] train loss: 0.001591, val loss: 0.001945
Epoch [2379 / 5000] train loss: 0.001483, val loss: 0.001882
Epoch [2380 / 5000] train loss: 0.001358, val loss: 0.001822
Epoch [2381 / 5000] train loss: 0.001316, val loss: 0.001853
Epoch [2382 / 5000] train loss: 0.001353, val loss: 0.002005
Epoch [2383 / 5000] train loss: 0.001444, val loss: 0.002033
Epoch [2384 / 5000] train loss: 0.001554, val loss: 0.002146
Epoch [2385 / 5000] train loss: 0.001594, val loss: 0.002067
Epoch [2386 / 5000] train loss: 0.001600, val loss: 0.002050
Epoch [2387 / 5000] train loss: 0.001497, val loss: 0.001869
Epoch [2388 / 5000] train loss: 0.001379, val loss: 0.001813
Epoch [2389 / 5000] train loss: 0.001313, val loss: 0.001825
Epoch [2390 / 5000] train loss: 0.001322, val loss: 0.001869
Epoch [2391 / 5000] train loss: 0.001393, val loss: 0.002017
Epoch [2392 / 5000] train loss: 0.001484, val loss: 0.002085
Epoch [2393 / 5000] train loss: 0.001619, val loss: 0.002214
Epoch [2394 / 5000] train loss: 0.001661, val loss: 0.002100
Epoch [2395 / 5000] train loss: 0.001647, val loss: 0.002046
Epoch [2396 / 5000] train loss: 0.001497, val loss: 0.001827
Epoch [2397 / 5000] train loss: 0.001354, val loss: 0.001792
Epoch [2398 / 5000] train loss: 0.001308, val loss: 0.001880
Epoch [2399 / 5000] train loss: 0.001365, val loss: 0.001964
Epoch [2400 / 5000] train loss: 0.001494, val loss: 0.002112
Epoch [2401 / 5000] train loss: 0.001588, val loss: 0.002108
Epoch [2402 / 5000] train loss: 0.001656, val loss: 0.002124
Epoch [2403 / 5000] train loss: 0.001569, val loss: 0.001910
Epoch [2404 / 5000] train loss: 0.001421, val loss: 0.001828
Epoch [2405 / 5000] train loss: 0.001313, val loss: 0.001836
Epoch [2406 / 5000] train loss: 0.001323, val loss: 0.001904
Epoch [2407 / 5000] train loss: 0.001424, val loss: 0.002096
Epoch [2408 / 5000] train loss: 0.001547, val loss: 0.002182
Epoch [2409 / 5000] train loss: 0.001707, val loss: 0.002280
Epoch [2410 / 5000] train loss: 0.001717, val loss: 0.002113
Epoch [2411 / 5000] train loss: 0.001650, val loss: 0.002023
Epoch [2412 / 5000] train loss: 0.001459, val loss: 0.001827
Epoch [2413 / 5000] train loss: 0.001319, val loss: 0.001816
Epoch [2414 / 5000] train loss: 0.001322, val loss: 0.001974
Epoch [2415 / 5000] train loss: 0.001437, val loss: 0.002067
Epoch [2416 / 5000] train loss: 0.001606, val loss: 0.002188
Epoch [2417 / 5000] train loss: 0.001652, val loss: 0.002052
Epoch [2418 / 5000] train loss: 0.001611, val loss: 0.001961
Epoch [2419 / 5000] train loss: 0.001445, val loss: 0.001809
Epoch [2420 / 5000] train loss: 0.001323, val loss: 0.001801
Epoch [2421 / 5000] train loss: 0.001310, val loss: 0.001901
Epoch [2422 / 5000] train loss: 0.001382, val loss: 0.001952
Epoch [2423 / 5000] train loss: 0.001499, val loss: 0.002116
Epoch [2424 / 5000] train loss: 0.001559, val loss: 0.002058
Epoch [2425 / 5000] train loss: 0.001586, val loss: 0.002031
Epoch [2426 / 5000] train loss: 0.001477, val loss: 0.001864
Epoch [2427 / 5000] train loss: 0.001366, val loss: 0.001825
Epoch [2428 / 5000] train loss: 0.001301, val loss: 0.001856
Epoch [2429 / 5000] train loss: 0.001318, val loss: 0.001874
Epoch [2430 / 5000] train loss: 0.001380, val loss: 0.001989
Epoch [2431 / 5000] train loss: 0.001455, val loss: 0.002009
Epoch [2432 / 5000] train loss: 0.001556, val loss: 0.002139
Epoch [2433 / 5000] train loss: 0.001601, val loss: 0.002027
Epoch [2434 / 5000] train loss: 0.001591, val loss: 0.002005
Epoch [2435 / 5000] train loss: 0.001456, val loss: 0.001826
Epoch [2436 / 5000] train loss: 0.001330, val loss: 0.001819
Epoch [2437 / 5000] train loss: 0.001308, val loss: 0.001908
Epoch [2438 / 5000] train loss: 0.001366, val loss: 0.001933
Epoch [2439 / 5000] train loss: 0.001455, val loss: 0.002008
Epoch [2440 / 5000] train loss: 0.001479, val loss: 0.001923
Epoch [2441 / 5000] train loss: 0.001458, val loss: 0.001914
Epoch [2442 / 5000] train loss: 0.001387, val loss: 0.001828
Epoch [2443 / 5000] train loss: 0.001329, val loss: 0.001805
Epoch [2444 / 5000] train loss: 0.001292, val loss: 0.001807
Epoch [2445 / 5000] train loss: 0.001297, val loss: 0.001825
Epoch [2446 / 5000] train loss: 0.001329, val loss: 0.001912
Epoch [2447 / 5000] train loss: 0.001371, val loss: 0.001897
Epoch [2448 / 5000] train loss: 0.001424, val loss: 0.001981
Epoch [2449 / 5000] train loss: 0.001458, val loss: 0.001934
Epoch [2450 / 5000] train loss: 0.001473, val loss: 0.001980
Epoch [2451 / 5000] train loss: 0.001433, val loss: 0.001884
Epoch [2452 / 5000] train loss: 0.001392, val loss: 0.001865
Epoch [2453 / 5000] train loss: 0.001339, val loss: 0.001796
Epoch [2454 / 5000] train loss: 0.001298, val loss: 0.001801
Epoch [2455 / 5000] train loss: 0.001283, val loss: 0.001813
Epoch [2456 / 5000] train loss: 0.001287, val loss: 0.001798
Epoch [2457 / 5000] train loss: 0.001299, val loss: 0.001832
Epoch [2458 / 5000] train loss: 0.001315, val loss: 0.001827
Epoch [2459 / 5000] train loss: 0.001328, val loss: 0.001884
Epoch [2460 / 5000] train loss: 0.001336, val loss: 0.001840
Epoch [2461 / 5000] train loss: 0.001338, val loss: 0.001874
Epoch [2462 / 5000] train loss: 0.001335, val loss: 0.001840
Epoch [2463 / 5000] train loss: 0.001337, val loss: 0.001883
Epoch [2464 / 5000] train loss: 0.001338, val loss: 0.001836
Epoch [2465 / 5000] train loss: 0.001338, val loss: 0.001863
Epoch [2466 / 5000] train loss: 0.001335, val loss: 0.001834
Epoch [2467 / 5000] train loss: 0.001339, val loss: 0.001868
Epoch [2468 / 5000] train loss: 0.001336, val loss: 0.001808
Epoch [2469 / 5000] train loss: 0.001326, val loss: 0.001830
Epoch [2470 / 5000] train loss: 0.001311, val loss: 0.001796
Epoch [2471 / 5000] train loss: 0.001305, val loss: 0.001812
Epoch [2472 / 5000] train loss: 0.001297, val loss: 0.001778
Epoch [2473 / 5000] train loss: 0.001288, val loss: 0.001797
Epoch [2474 / 5000] train loss: 0.001285, val loss: 0.001794
Epoch [2475 / 5000] train loss: 0.001283, val loss: 0.001805
Epoch [2476 / 5000] train loss: 0.001279, val loss: 0.001789
Epoch [2477 / 5000] train loss: 0.001278, val loss: 0.001805
Epoch [2478 / 5000] train loss: 0.001276, val loss: 0.001806
Epoch [2479 / 5000] train loss: 0.001278, val loss: 0.001814
Epoch [2480 / 5000] train loss: 0.001279, val loss: 0.001788
Epoch [2481 / 5000] train loss: 0.001285, val loss: 0.001825
Epoch [2482 / 5000] train loss: 0.001298, val loss: 0.001831
Epoch [2483 / 5000] train loss: 0.001333, val loss: 0.001914
Epoch [2484 / 5000] train loss: 0.001380, val loss: 0.001917
Epoch [2485 / 5000] train loss: 0.001457, val loss: 0.002098
Epoch [2486 / 5000] train loss: 0.001534, val loss: 0.002188
Epoch [2487 / 5000] train loss: 0.001717, val loss: 0.002316
Epoch [2488 / 5000] train loss: 0.001748, val loss: 0.002181
Epoch [2489 / 5000] train loss: 0.001737, val loss: 0.002127
Epoch [2490 / 5000] train loss: 0.001558, val loss: 0.001890
Epoch [2491 / 5000] train loss: 0.001383, val loss: 0.001813
Epoch [2492 / 5000] train loss: 0.001304, val loss: 0.001822
Epoch [2493 / 5000] train loss: 0.001318, val loss: 0.001901
Epoch [2494 / 5000] train loss: 0.001458, val loss: 0.002113
Epoch [2495 / 5000] train loss: 0.001569, val loss: 0.002134
Epoch [2496 / 5000] train loss: 0.001680, val loss: 0.002171
Epoch [2497 / 5000] train loss: 0.001623, val loss: 0.001984
Epoch [2498 / 5000] train loss: 0.001507, val loss: 0.001905
Epoch [2499 / 5000] train loss: 0.001344, val loss: 0.001795
Epoch [2500 / 5000] train loss: 0.001279, val loss: 0.001812
Epoch [2501 / 5000] train loss: 0.001329, val loss: 0.001993
Epoch [2502 / 5000] train loss: 0.001442, val loss: 0.002074
Epoch [2503 / 5000] train loss: 0.001626, val loss: 0.002295
Epoch [2504 / 5000] train loss: 0.001732, val loss: 0.002241
Epoch [2505 / 5000] train loss: 0.001804, val loss: 0.002230
Epoch [2506 / 5000] train loss: 0.001666, val loss: 0.001949
Epoch [2507 / 5000] train loss: 0.001454, val loss: 0.001836
Epoch [2508 / 5000] train loss: 0.001294, val loss: 0.001847
Epoch [2509 / 5000] train loss: 0.001326, val loss: 0.001942
Epoch [2510 / 5000] train loss: 0.001469, val loss: 0.002156
Epoch [2511 / 5000] train loss: 0.001587, val loss: 0.002123
Epoch [2512 / 5000] train loss: 0.001656, val loss: 0.002064
Epoch [2513 / 5000] train loss: 0.001529, val loss: 0.001851
Epoch [2514 / 5000] train loss: 0.001372, val loss: 0.001803
Epoch [2515 / 5000] train loss: 0.001279, val loss: 0.001852
Epoch [2516 / 5000] train loss: 0.001305, val loss: 0.001904
Epoch [2517 / 5000] train loss: 0.001411, val loss: 0.002103
Epoch [2518 / 5000] train loss: 0.001544, val loss: 0.002192
Epoch [2519 / 5000] train loss: 0.001731, val loss: 0.002385
Epoch [2520 / 5000] train loss: 0.001803, val loss: 0.002183
Epoch [2521 / 5000] train loss: 0.001751, val loss: 0.002039
Epoch [2522 / 5000] train loss: 0.001492, val loss: 0.001815
Epoch [2523 / 5000] train loss: 0.001301, val loss: 0.001823
Epoch [2524 / 5000] train loss: 0.001315, val loss: 0.001979
Epoch [2525 / 5000] train loss: 0.001450, val loss: 0.002056
Epoch [2526 / 5000] train loss: 0.001600, val loss: 0.002140
Epoch [2527 / 5000] train loss: 0.001576, val loss: 0.001935
Epoch [2528 / 5000] train loss: 0.001461, val loss: 0.001848
Epoch [2529 / 5000] train loss: 0.001326, val loss: 0.001798
Epoch [2530 / 5000] train loss: 0.001275, val loss: 0.001831
Epoch [2531 / 5000] train loss: 0.001327, val loss: 0.001947
Epoch [2532 / 5000] train loss: 0.001403, val loss: 0.001954
Epoch [2533 / 5000] train loss: 0.001472, val loss: 0.002016
Epoch [2534 / 5000] train loss: 0.001460, val loss: 0.001925
Epoch [2535 / 5000] train loss: 0.001425, val loss: 0.001892
Epoch [2536 / 5000] train loss: 0.001338, val loss: 0.001783
Epoch [2537 / 5000] train loss: 0.001282, val loss: 0.001780
Epoch [2538 / 5000] train loss: 0.001264, val loss: 0.001831
Epoch [2539 / 5000] train loss: 0.001286, val loss: 0.001841
Epoch [2540 / 5000] train loss: 0.001339, val loss: 0.001936
Epoch [2541 / 5000] train loss: 0.001398, val loss: 0.001923
Epoch [2542 / 5000] train loss: 0.001455, val loss: 0.001997
Epoch [2543 / 5000] train loss: 0.001446, val loss: 0.001871
Epoch [2544 / 5000] train loss: 0.001402, val loss: 0.001833
Epoch [2545 / 5000] train loss: 0.001313, val loss: 0.001764
Epoch [2546 / 5000] train loss: 0.001260, val loss: 0.001779
Epoch [2547 / 5000] train loss: 0.001264, val loss: 0.001851
Epoch [2548 / 5000] train loss: 0.001310, val loss: 0.001870
Epoch [2549 / 5000] train loss: 0.001381, val loss: 0.001958
Epoch [2550 / 5000] train loss: 0.001417, val loss: 0.001912
Epoch [2551 / 5000] train loss: 0.001435, val loss: 0.001923
Epoch [2552 / 5000] train loss: 0.001385, val loss: 0.001828
Epoch [2553 / 5000] train loss: 0.001333, val loss: 0.001803
Epoch [2554 / 5000] train loss: 0.001277, val loss: 0.001770
Epoch [2555 / 5000] train loss: 0.001252, val loss: 0.001777
Epoch [2556 / 5000] train loss: 0.001269, val loss: 0.001842
Epoch [2557 / 5000] train loss: 0.001305, val loss: 0.001851
Epoch [2558 / 5000] train loss: 0.001366, val loss: 0.001940
Epoch [2559 / 5000] train loss: 0.001405, val loss: 0.001915
Epoch [2560 / 5000] train loss: 0.001447, val loss: 0.001975
Epoch [2561 / 5000] train loss: 0.001422, val loss: 0.001898
Epoch [2562 / 5000] train loss: 0.001403, val loss: 0.001877
Epoch [2563 / 5000] train loss: 0.001334, val loss: 0.001782
Epoch [2564 / 5000] train loss: 0.001280, val loss: 0.001780
Epoch [2565 / 5000] train loss: 0.001253, val loss: 0.001790
Epoch [2566 / 5000] train loss: 0.001256, val loss: 0.001777
Epoch [2567 / 5000] train loss: 0.001266, val loss: 0.001806
Epoch [2568 / 5000] train loss: 0.001282, val loss: 0.001796
Epoch [2569 / 5000] train loss: 0.001303, val loss: 0.001860
Epoch [2570 / 5000] train loss: 0.001317, val loss: 0.001830
Epoch [2571 / 5000] train loss: 0.001329, val loss: 0.001865
Epoch [2572 / 5000] train loss: 0.001325, val loss: 0.001827
Epoch [2573 / 5000] train loss: 0.001341, val loss: 0.001881
Epoch [2574 / 5000] train loss: 0.001339, val loss: 0.001807
Epoch [2575 / 5000] train loss: 0.001320, val loss: 0.001825
Epoch [2576 / 5000] train loss: 0.001293, val loss: 0.001778
Epoch [2577 / 5000] train loss: 0.001270, val loss: 0.001783
Epoch [2578 / 5000] train loss: 0.001252, val loss: 0.001756
Epoch [2579 / 5000] train loss: 0.001242, val loss: 0.001755
Epoch [2580 / 5000] train loss: 0.001239, val loss: 0.001759
Epoch [2581 / 5000] train loss: 0.001238, val loss: 0.001753
Epoch [2582 / 5000] train loss: 0.001242, val loss: 0.001775
Epoch [2583 / 5000] train loss: 0.001250, val loss: 0.001765
Epoch [2584 / 5000] train loss: 0.001262, val loss: 0.001819
Epoch [2585 / 5000] train loss: 0.001281, val loss: 0.001813
Epoch [2586 / 5000] train loss: 0.001314, val loss: 0.001898
Epoch [2587 / 5000] train loss: 0.001349, val loss: 0.001899
Epoch [2588 / 5000] train loss: 0.001413, val loss: 0.002016
Epoch [2589 / 5000] train loss: 0.001450, val loss: 0.001976
Epoch [2590 / 5000] train loss: 0.001508, val loss: 0.002051
Epoch [2591 / 5000] train loss: 0.001486, val loss: 0.001936
Epoch [2592 / 5000] train loss: 0.001449, val loss: 0.001892
Epoch [2593 / 5000] train loss: 0.001343, val loss: 0.001772
Epoch [2594 / 5000] train loss: 0.001268, val loss: 0.001740
Epoch [2595 / 5000] train loss: 0.001237, val loss: 0.001763
Epoch [2596 / 5000] train loss: 0.001258, val loss: 0.001790
Epoch [2597 / 5000] train loss: 0.001316, val loss: 0.001925
Epoch [2598 / 5000] train loss: 0.001387, val loss: 0.001964
Epoch [2599 / 5000] train loss: 0.001490, val loss: 0.002136
Epoch [2600 / 5000] train loss: 0.001562, val loss: 0.002144
Epoch [2601 / 5000] train loss: 0.001664, val loss: 0.002207
Epoch [2602 / 5000] train loss: 0.001610, val loss: 0.001968
Epoch [2603 / 5000] train loss: 0.001491, val loss: 0.001862
Epoch [2604 / 5000] train loss: 0.001320, val loss: 0.001771
Epoch [2605 / 5000] train loss: 0.001244, val loss: 0.001791
Epoch [2606 / 5000] train loss: 0.001277, val loss: 0.001898
Epoch [2607 / 5000] train loss: 0.001363, val loss: 0.001956
Epoch [2608 / 5000] train loss: 0.001489, val loss: 0.002086
Epoch [2609 / 5000] train loss: 0.001535, val loss: 0.001979
Epoch [2610 / 5000] train loss: 0.001523, val loss: 0.001966
Epoch [2611 / 5000] train loss: 0.001419, val loss: 0.001818
Epoch [2612 / 5000] train loss: 0.001322, val loss: 0.001789
Epoch [2613 / 5000] train loss: 0.001248, val loss: 0.001775
Epoch [2614 / 5000] train loss: 0.001238, val loss: 0.001785
Epoch [2615 / 5000] train loss: 0.001275, val loss: 0.001890
Epoch [2616 / 5000] train loss: 0.001336, val loss: 0.001901
Epoch [2617 / 5000] train loss: 0.001420, val loss: 0.002014
Epoch [2618 / 5000] train loss: 0.001449, val loss: 0.001954
Epoch [2619 / 5000] train loss: 0.001482, val loss: 0.002001
Epoch [2620 / 5000] train loss: 0.001442, val loss: 0.001887
Epoch [2621 / 5000] train loss: 0.001391, val loss: 0.001848
Epoch [2622 / 5000] train loss: 0.001300, val loss: 0.001751
Epoch [2623 / 5000] train loss: 0.001242, val loss: 0.001745
Epoch [2624 / 5000] train loss: 0.001236, val loss: 0.001801
Epoch [2625 / 5000] train loss: 0.001261, val loss: 0.001812
Epoch [2626 / 5000] train loss: 0.001317, val loss: 0.001905
Epoch [2627 / 5000] train loss: 0.001367, val loss: 0.001899
Epoch [2628 / 5000] train loss: 0.001424, val loss: 0.001985
Epoch [2629 / 5000] train loss: 0.001421, val loss: 0.001894
Epoch [2630 / 5000] train loss: 0.001396, val loss: 0.001903
Epoch [2631 / 5000] train loss: 0.001346, val loss: 0.001816
Epoch [2632 / 5000] train loss: 0.001316, val loss: 0.001810
Epoch [2633 / 5000] train loss: 0.001275, val loss: 0.001754
Epoch [2634 / 5000] train loss: 0.001246, val loss: 0.001750
Epoch [2635 / 5000] train loss: 0.001228, val loss: 0.001760
Epoch [2636 / 5000] train loss: 0.001229, val loss: 0.001761
Epoch [2637 / 5000] train loss: 0.001242, val loss: 0.001804
Epoch [2638 / 5000] train loss: 0.001267, val loss: 0.001812
Epoch [2639 / 5000] train loss: 0.001312, val loss: 0.001922
Epoch [2640 / 5000] train loss: 0.001370, val loss: 0.001937
Epoch [2641 / 5000] train loss: 0.001465, val loss: 0.002123
Epoch [2642 / 5000] train loss: 0.001542, val loss: 0.002159
Epoch [2643 / 5000] train loss: 0.001678, val loss: 0.002247
Epoch [2644 / 5000] train loss: 0.001664, val loss: 0.002058
Epoch [2645 / 5000] train loss: 0.001581, val loss: 0.001957
Epoch [2646 / 5000] train loss: 0.001383, val loss: 0.001780
Epoch [2647 / 5000] train loss: 0.001250, val loss: 0.001768
Epoch [2648 / 5000] train loss: 0.001248, val loss: 0.001884
Epoch [2649 / 5000] train loss: 0.001337, val loss: 0.001972
Epoch [2650 / 5000] train loss: 0.001493, val loss: 0.002124
Epoch [2651 / 5000] train loss: 0.001558, val loss: 0.002033
Epoch [2652 / 5000] train loss: 0.001541, val loss: 0.001979
Epoch [2653 / 5000] train loss: 0.001422, val loss: 0.001805
Epoch [2654 / 5000] train loss: 0.001308, val loss: 0.001775
Epoch [2655 / 5000] train loss: 0.001237, val loss: 0.001762
Epoch [2656 / 5000] train loss: 0.001232, val loss: 0.001797
Epoch [2657 / 5000] train loss: 0.001295, val loss: 0.001953
Epoch [2658 / 5000] train loss: 0.001385, val loss: 0.002012
Epoch [2659 / 5000] train loss: 0.001517, val loss: 0.002140
Epoch [2660 / 5000] train loss: 0.001560, val loss: 0.002032
Epoch [2661 / 5000] train loss: 0.001552, val loss: 0.002025
Epoch [2662 / 5000] train loss: 0.001443, val loss: 0.001844
Epoch [2663 / 5000] train loss: 0.001335, val loss: 0.001778
Epoch [2664 / 5000] train loss: 0.001238, val loss: 0.001747
Epoch [2665 / 5000] train loss: 0.001223, val loss: 0.001781
Epoch [2666 / 5000] train loss: 0.001274, val loss: 0.001912
Epoch [2667 / 5000] train loss: 0.001350, val loss: 0.001926
Epoch [2668 / 5000] train loss: 0.001438, val loss: 0.002022
Epoch [2669 / 5000] train loss: 0.001441, val loss: 0.001919
Epoch [2670 / 5000] train loss: 0.001426, val loss: 0.001921
Epoch [2671 / 5000] train loss: 0.001341, val loss: 0.001779
Epoch [2672 / 5000] train loss: 0.001261, val loss: 0.001748
Epoch [2673 / 5000] train loss: 0.001218, val loss: 0.001750
Epoch [2674 / 5000] train loss: 0.001217, val loss: 0.001766
Epoch [2675 / 5000] train loss: 0.001257, val loss: 0.001866
Epoch [2676 / 5000] train loss: 0.001315, val loss: 0.001866
Epoch [2677 / 5000] train loss: 0.001385, val loss: 0.001986
Epoch [2678 / 5000] train loss: 0.001414, val loss: 0.001956
Epoch [2679 / 5000] train loss: 0.001452, val loss: 0.001993
Epoch [2680 / 5000] train loss: 0.001408, val loss: 0.001858
Epoch [2681 / 5000] train loss: 0.001358, val loss: 0.001841
Epoch [2682 / 5000] train loss: 0.001275, val loss: 0.001767
Epoch [2683 / 5000] train loss: 0.001228, val loss: 0.001748
Epoch [2684 / 5000] train loss: 0.001213, val loss: 0.001768
Epoch [2685 / 5000] train loss: 0.001237, val loss: 0.001782
Epoch [2686 / 5000] train loss: 0.001283, val loss: 0.001892
Epoch [2687 / 5000] train loss: 0.001335, val loss: 0.001873
Epoch [2688 / 5000] train loss: 0.001392, val loss: 0.001982
Epoch [2689 / 5000] train loss: 0.001408, val loss: 0.001944
Epoch [2690 / 5000] train loss: 0.001440, val loss: 0.001987
Epoch [2691 / 5000] train loss: 0.001399, val loss: 0.001834
Epoch [2692 / 5000] train loss: 0.001330, val loss: 0.001804
Epoch [2693 / 5000] train loss: 0.001257, val loss: 0.001753
Epoch [2694 / 5000] train loss: 0.001218, val loss: 0.001745
Epoch [2695 / 5000] train loss: 0.001211, val loss: 0.001765
Epoch [2696 / 5000] train loss: 0.001232, val loss: 0.001771
Epoch [2697 / 5000] train loss: 0.001276, val loss: 0.001907
Epoch [2698 / 5000] train loss: 0.001337, val loss: 0.001934
Epoch [2699 / 5000] train loss: 0.001441, val loss: 0.002078
Epoch [2700 / 5000] train loss: 0.001507, val loss: 0.002033
Epoch [2701 / 5000] train loss: 0.001558, val loss: 0.002072
Epoch [2702 / 5000] train loss: 0.001492, val loss: 0.001884
Epoch [2703 / 5000] train loss: 0.001399, val loss: 0.001826
Epoch [2704 / 5000] train loss: 0.001272, val loss: 0.001750
Epoch [2705 / 5000] train loss: 0.001211, val loss: 0.001761
Epoch [2706 / 5000] train loss: 0.001229, val loss: 0.001849
Epoch [2707 / 5000] train loss: 0.001295, val loss: 0.001876
Epoch [2708 / 5000] train loss: 0.001388, val loss: 0.001991
Epoch [2709 / 5000] train loss: 0.001427, val loss: 0.001927
Epoch [2710 / 5000] train loss: 0.001442, val loss: 0.001945
Epoch [2711 / 5000] train loss: 0.001369, val loss: 0.001812
Epoch [2712 / 5000] train loss: 0.001299, val loss: 0.001794
Epoch [2713 / 5000] train loss: 0.001233, val loss: 0.001746
Epoch [2714 / 5000] train loss: 0.001205, val loss: 0.001733
Epoch [2715 / 5000] train loss: 0.001203, val loss: 0.001769
Epoch [2716 / 5000] train loss: 0.001225, val loss: 0.001786
Epoch [2717 / 5000] train loss: 0.001280, val loss: 0.001921
Epoch [2718 / 5000] train loss: 0.001347, val loss: 0.001947
Epoch [2719 / 5000] train loss: 0.001467, val loss: 0.002125
Epoch [2720 / 5000] train loss: 0.001545, val loss: 0.002093
Epoch [2721 / 5000] train loss: 0.001623, val loss: 0.002132
Epoch [2722 / 5000] train loss: 0.001531, val loss: 0.001876
Epoch [2723 / 5000] train loss: 0.001394, val loss: 0.001792
Epoch [2724 / 5000] train loss: 0.001247, val loss: 0.001762
Epoch [2725 / 5000] train loss: 0.001215, val loss: 0.001811
Epoch [2726 / 5000] train loss: 0.001291, val loss: 0.001955
Epoch [2727 / 5000] train loss: 0.001389, val loss: 0.001960
Epoch [2728 / 5000] train loss: 0.001475, val loss: 0.002021
Epoch [2729 / 5000] train loss: 0.001450, val loss: 0.001876
Epoch [2730 / 5000] train loss: 0.001381, val loss: 0.001827
Epoch [2731 / 5000] train loss: 0.001271, val loss: 0.001727
Epoch [2732 / 5000] train loss: 0.001208, val loss: 0.001725
Epoch [2733 / 5000] train loss: 0.001201, val loss: 0.001782
Epoch [2734 / 5000] train loss: 0.001233, val loss: 0.001816
Epoch [2735 / 5000] train loss: 0.001311, val loss: 0.001944
Epoch [2736 / 5000] train loss: 0.001368, val loss: 0.001935
Epoch [2737 / 5000] train loss: 0.001446, val loss: 0.002032
Epoch [2738 / 5000] train loss: 0.001450, val loss: 0.001930
Epoch [2739 / 5000] train loss: 0.001434, val loss: 0.001931
Epoch [2740 / 5000] train loss: 0.001349, val loss: 0.001797
Epoch [2741 / 5000] train loss: 0.001278, val loss: 0.001776
Epoch [2742 / 5000] train loss: 0.001223, val loss: 0.001744
Epoch [2743 / 5000] train loss: 0.001198, val loss: 0.001746
Epoch [2744 / 5000] train loss: 0.001207, val loss: 0.001795
Epoch [2745 / 5000] train loss: 0.001230, val loss: 0.001794
Epoch [2746 / 5000] train loss: 0.001268, val loss: 0.001861
Epoch [2747 / 5000] train loss: 0.001294, val loss: 0.001833
Epoch [2748 / 5000] train loss: 0.001324, val loss: 0.001885
Epoch [2749 / 5000] train loss: 0.001309, val loss: 0.001783
Epoch [2750 / 5000] train loss: 0.001278, val loss: 0.001799
Epoch [2751 / 5000] train loss: 0.001244, val loss: 0.001756
Epoch [2752 / 5000] train loss: 0.001225, val loss: 0.001770
Epoch [2753 / 5000] train loss: 0.001207, val loss: 0.001721
Epoch [2754 / 5000] train loss: 0.001193, val loss: 0.001726
Epoch [2755 / 5000] train loss: 0.001185, val loss: 0.001746
Epoch [2756 / 5000] train loss: 0.001188, val loss: 0.001740
Epoch [2757 / 5000] train loss: 0.001194, val loss: 0.001772
Epoch [2758 / 5000] train loss: 0.001217, val loss: 0.001786
Epoch [2759 / 5000] train loss: 0.001266, val loss: 0.001947
Epoch [2760 / 5000] train loss: 0.001348, val loss: 0.002007
Epoch [2761 / 5000] train loss: 0.001519, val loss: 0.002262
Epoch [2762 / 5000] train loss: 0.001640, val loss: 0.002264
Epoch [2763 / 5000] train loss: 0.001809, val loss: 0.002388
Epoch [2764 / 5000] train loss: 0.001768, val loss: 0.002078
Epoch [2765 / 5000] train loss: 0.001594, val loss: 0.001910
Epoch [2766 / 5000] train loss: 0.001330, val loss: 0.001737
Epoch [2767 / 5000] train loss: 0.001201, val loss: 0.001780
Epoch [2768 / 5000] train loss: 0.001266, val loss: 0.002008
Epoch [2769 / 5000] train loss: 0.001437, val loss: 0.002144
Epoch [2770 / 5000] train loss: 0.001685, val loss: 0.002332
Epoch [2771 / 5000] train loss: 0.001734, val loss: 0.002085
Epoch [2772 / 5000] train loss: 0.001634, val loss: 0.001982
